,screen_name,description
34986,minsterman1,love the UK hate the EU but like Europe pro brexit hate animal cruelty despise child abuse and any man that raises a hand to a woman
35161,bgir,Entrepreneur. Can't retire or slow up. Like all sports especially Rugby. Masters Swimmer. Business man and accomplished oldgit. support Arsenal and Norwich
36574,eye8it,"'The fool doth think he is wise, but a wise man knows himself to be a fool' - W. Shakespeare"
37640,HenryTudor1457,"Unionist, family man and football fan. Views expressed are mine. Member of the silent majority."
37748,markiesb,"Photographer, man behind the lens,
award winning plant & cacti grower
Music & golf lover, failed guitarist
Wealdstone FC supporter & Wealdstone Ladies Secretary"
38401,Rob90051083,Bristol Rovers season ticket holder Railway worker family man love going out on my Z900 🏍 SKA Fred Perry beer and with a Adidas OG addiction
38403,nunnp1,"im a normal bloke who loves our country, born and bred man utd."
38758,RickGM16,LCFC fan. A bit of a petrol head (bikes and cars). Gadget man and wannabe techie. Want to play like Eric Clapton or Rory Gallagher when I grow up 🎸.
38845,VickyDilcock,A woman is like a tea bag - you never know how strong she is until she gets in hot water - Eleanor Roosevelt.
40896,reg_rover,Blackburn Rovers Fan. All Football teams Northern. England and Yorkshire Cricket. Daily Topics. Currant Affairs. Grumpy old man !.
42471,johangreg,Searching for the career of my dreams and the man of my dreams. I love politics and I love sports. I have Aspergers too.
42968,TLondoner,"When a man is tired of #London, he is tired of life"
43299,PamelaHalcyon,"Chairman Halcyon Days, passionate about British luxury & making it in UK. Devoted to husband Peter Harper, Clinical Oncologist & man of colourful style!"
43563,mikerestorer,"An atheist is a man with no invisible means of support - John Buchan. Retired nurse, BSc Health Studies, Dip Nursing, Protestant Christian Nationalist, Anti-NWO"
44338,robinwbarrett1,Being studying at the university of life for the past sixty odd years and still don't know everything - but I know a man who does
44383,Daviddrury2303,'My Children's Mother's Diary' - said to be the funniest romantic book on Kindle. Written by a charming man who believes in a fair world for everyone.
45099,cjbcuk,Yorkshire lass in Canada. Socialism is like a man standing in bucket trying to pick himself up by the handle. Leave means leave.  #Brexit
45269,malvinheart2,Philosopher Entrepreneur Bussiness man artist visionary.
45359,davidcoppin,cant be arsed with this.  am looking after my old man still.  he is well old now.  93 in fact.
47134,SeaEars,Self identification white woman without a designer vagina. All natural. ADHD. PDST Bi Polar Anxieties Depression Dyslexia SADS and Multiply Disabilities
48150,theradgeygadgey,Graduate of Tony Benn University.  BSc. Bollocks.  PhD thesis ‘Richard Burgon: the man who rebuilt the Red Wall’.
48707,jamie_methuen,Husband /Inquisitor /Aviator Family man / Gadfly Petrolhead/RAFAC Officer /Unyielding/
49642,Derekr1959,Love my Family - Entrepreneur - Optimist - Proud of my country - Try to be a good man - Chelsea Fan - Member of San Roque & Goodwood golf clubs. 😎🇬🇧
50342,AndyHowe17,"Some people use Boomer like its an insult? Proud Boomer and family man who loves life, his wife, grown up children and lovely grandchildren 🥰💜💙"
50623,PWildebest,Most fertile man in the universe. I am going to come amongst you and that doesn’t mean I will spontaneously explode...
51492,TobiasTaylor19,I am longer (taller) than the average man and therefore have a better perspective on life! If only it were that simple....
52038,mickwilde1961,"Just a simple man trying to be a better man each day.
Hates injustice."
52707,lesleyanne14,"I get annoyed about the way we treat our planet, fellow man and leaving the EU/WHEN FACTS CHANGE, MINDS CAN CHANGE but this makes me deeply unhelpful!"
53837,madeupinmoseley,I'm a man on a mission. I had to eat it after I read it. I forget what it said. https://t.co/nMrDdLsAhN…
55020,cabbagelily,"I’m an ordinary woman of strong feeling and intellect, living an unremarkable life. Love Benoit Magimel, Joan of Arc, meerkats and pangolins."
56033,BO55T,"A woman that does. Fact geek who reads everything. Strong opinions on most subjects, but they are my own. Recently widowed after caring 4 husband for many years"
56072,telfordtel,"Ex army (16/5L & QRL), working man and older, part time Uni Student. Royalist and Brexiteer."
56854,Davidbr55025958,Just a normal family man living in the UK I support Brexit .  Trump.....conservatives..and  Brexit party cannot abbide  comrade corbyn and all he stands for
58747,tassiedi,Die-hard WASPI. Love anything that will make me laugh. Grumpy old woman with attitude. Hate people who make my life difficult and who make victims of others!
59048,Matt_KT24,"Motorcyclist, gardener and regular man cave inhabitant"
59497,Eddiefreeves,"Lawyer, Tory Cllr & Cabinet member @OxfordshireCC; obvious nerd: into yoga, philosophy & Local Gov detail; Banbury man & @SaintsRugby fan; ever bolder & balder."
59767,Jk_Sangkrai,Just a common man only. - เป็นเพียงแค่ผู้ชายคนธรรมดาเท่านั้น
59901,RoseFor19609476,I am a radiant woman of beautiful design.
62320,thegarypayne,"A man with and of many hats. #Law Trained #DPO, #DataProtection & #GDPR Specialist working internationally; Accredited #Trainer and #Assessor."
63098,BaronessGale,Rhondda woman in the Lords. Campaigns for more women in political & public life Co Chair of Parliamentary Parkinson's group. Shadow Minister Women & Equalities
65347,HumphreyintheUK,"I am a British man in my forties, living in the UK. I use this account to bookmark tweets about current affairs and politics. Retweets are not an endorsement."
67026,AG_ThorpeApps,"Solicitor & Fellow @TheRSAorg. Campaign for Real Education Exec. Passion for education, business & rural affairs. #Essex man & cricket fan. Views mine."
67784,Rogue_74,"It is in truth not for glory, nor riches, nor honours that we are fighting, but for freedom – for that alone which no honest man gives up but with life itself."
68455,Hughbiquitous1,A man in the middle
69417,landofhopenglry,"Leeds United fan man and boy. Actions speak, words are just smoke and Mirrors. Support Brexit, Despise PC, intellectual liberal Elites and EU technocrats."
71908,LindaSk49118554,"Hard working married woman with a strong sense of justice and belief in karma. Tommy Robinson fan/Brexiteer.
No time to reply to DM's."
71977,levelpeg,"On the square-Vet-All the Way-Easy-Every man an Emperor-Glasgow Rangers❤️💟💙 Can the take boy out of Brigton, but cant take Brigton out boy- Brigton Billy Boy"
72013,theloneranger61,Just a #common man fed up with #politicians and #journalists scare mongering. Waiting for the day a #Lord Protector or ruling monarch reappears. #rulebritannia
72159,Atkins1S,"USMC 73-77 Pray for the point man Farthest from home Help him find the way Love, life, faith, forgiveness & sacrifice 
Lovers live forever
Semper Fi America"
73083,ranger_samy,"The fool doth think he is wise, but the wise man knows himself to be a fool.

#ifb
I follow back."
75209,Carl57869256,Tory voter and lifelong man utd fan
75266,larakev100,Likes man utd and most sports
75598,teixeirahambro,Simply a woman who is a mother and home maker
75718,david18966767,"Crypto investor, wannabe ratrace escapee. proud poppy wearer, man cave dweller.🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧🇺🇸🇮🇱🇭🇺"
75938,orionsstars76,Heterosexual white English brexit man married with children. 🇬🇧 I always follow back 👍
77834,theonlype,"Just a man that gets shit done. I love the mountains, all things outdoors and some things indoors for that matter.
Fortune Favours The Brave.
#makeadifference"
82984,SamJone88527816,family man love live music and football
83975,photomikeyhere,"Shropshire ..  Conservative... married trainee dirty old man .. be polite, funny, or sod off .. FBPE, Bitcoin, young chicks sod off too"
85868,rogerjean1,"Ex HM http://t.co/nDFsGFQBsg Flag of St George.England for English, believe marriage is between man and woman.keen cyclist and grandad. Out EU please NOW."
87308,nigelat34,"Brexiteer, Love Europe hate the EU. fan of Hitchens, Farage, Trump, Tommy. A wise man makes judgements based on the evidence"
87913,aglno1,"A man of many parts, not many of them matching."
88539,_Steve_Clarke_,Family man and workaholic... Started designing websites for fun and now a slave to the internet... The views expressed here are frequently not mine.
88958,ValKyrie0,Professional working woman who despairs at the crass behaviour witnessed daily all around me. I am one of the silent majority. Common sense is not that common.
89596,MentorMotor,Love Sovereign Harbour to bits. Great place to live. Still a die hard QPR Shepherds Bush man at heart though.
91933,Gill33646897,1950’s woman still waiting for my pension.
92032,gorseland1,Grumpy old man ;-)
94467,commonsence111,"John 14:6 Jesus saith unto him, I am the way, the truth, and the life: no man cometh unto Father, but by me."
94981,gridnash,"Englishman. 

'And how can man die better
Than facing fearful odds,
For the ashes of his fathers,
And the temples of his Gods?'"
96851,DS_Removals,"DS man and van rubbish Removals based in Croydon, Surrey. man and van removals ,House clearance, Rubbish cleared, (https://t.co/kBp0XLXAJj)"
98469,LiamStacey11,Eh ye awrite wee man .... eh naw
99406,JoanWillson1,Business woman /professional seamstress/Small shop in Carmarthen partner with my sister . Stand for fairness for all. Womens rights are my priority.
99528,Jordan48080098,Judge a man by his questions rather than by his answers
100616,pmdavidwilliams,Christian family man | Freelance Business Consultant @abettercvuk | Politician @publicwilliams | Comms @beulahapostolic All views & RT are my own views
100728,ProperMuppet,"In a complex, occasionally intimidating world, I am a simple man with simple needs."
102817,Westrid,"Secondly, you must consider every man your enemy who speaks ill of your king; and thirdly, you must hate a Frenchman, as you do the devil."
104320,jude6501,Every day working man dog lover 😁
105419,Number4Tim,"Behind every great man there's an even greater woman, a boxer dog, two kids and a dash of bikram yoga."
106278,Oakington62,"Will never believe in Leave. Member of LibDems & 4 Cricket clubs - Lord’s regular, volunteers at Cambridge Uni and Histon. Jumps man in winter. Views my own."
106797,WinstonScott22,"Just a man with a beautiful family and a business taking 15 years hard work to build, trying to make it through this selfish, crazy world."
107032,IanDella4,"20th century man learning to be PC in the 21st century. Believe in fairness rules about everything. Hate bullies, love animals. Happy with my lot!"
107355,DrMW,"General Manager AGR Living. Leading diverse teams to achieve great results. Adventure racer, dad of two and real ale man in the mean time."
108194,ds37alwaysred,Vote for the man who promises least; for he'll be the least disappointing.
109898,dougiemalpas,Love football (big man utd fan) formula 1 cricket and driving nice cars gulf war 1 veteran
110441,jemcokevin,An insurance man who really wants to be a full time racing driver... Look out for @Yutreeinsurance & @YutreeUW too... oh and @newmarketfestvl
111957,nickysmusings,"Mum to 2 Airedales, 1/2 of a coin with a man being the 1/2, Manager of Window Cleaning Co, Secretary at BRATS (Ham Radio Club). No offence, I don’t answer DM’s."
112601,mr_springy,Married to Christine for 29 yrs & father to Jess Tom & Will #Blessed. “It is not the critic who counts but the man who was in the arena”
112632,Jboy1878,"I am a 42 year old married man living in Birkenhead, Wirral, originally from Liverpool, proud scouser and Evertonian, darts fan, re tweets not an endorsement."
115138,damienk11,"loves watching boxing pro and am, man utd & a bit of hurling,he lies not because it is in his interest, he lies because its in his nature"
116199,vinceheaney,a man of independent mind out on the boundary and still crazy after all these years
116658,hole_house,"Middle aged woman - I don’t use Twitter for business. 
If you are here for the bags - check my Instagram or Facebook.
or https://t.co/1k4Smrcs5M"
117205,GayeDalton,"A woman who once sold sexual access. 
Hate lies,
That's a VERY old picture.
https://t.co/lPEAQIHgbf"
117540,DrHooley,wants to be the first woman on Mars... maybe with a robot companion...
117546,p_strelley,"works at Europa,.driver, Dartford. loves reading, currently reading the works of Martin granger. oh man great reading"
117888,thatblokeinpr,"PR man making headline news in property. Offices, sheds, retail, leisure, co-living, investments, development, construction - you get the general idea."
118230,BDimyon,"Female #Rape #Survivor - PROUD of the most heroic act of my life when my 18yo self taught a man #Consent while he was raping me. #Dyke
Pronouns: Me, myself, I."
119736,0xFBADBEEF,We contend that for a nation to try to tax itself into prosperity is like a man standing in a bucket and trying to lift himself up by the handle - W Churchill
120381,DavidDMonk,Happy man 1 wife 4 kids & 1 dog. Main interest politics.
120664,theshrk22,Poor man want to be rich. Rich man want to be king. And a king ain't satisfied Till he rules everything. 𝘽𝙧𝙪𝙘𝙚 𝙎𝙥𝙧𝙞𝙣𝙜𝙨𝙩𝙚𝙚𝙣
120685,gardeningishard,"No rational argument will have a rational effect on a man who does not want to adopt a rational attitude. Karl Popper
#FBR 🇬🇧"
123279,timhaskey,"You have enemies? Good, that means you have stood up for something! WBA, Yeltz, CRM & insurance career, man cave, Abarth & pubs. Views my own"
123289,PP_Halesowen,Cheap gin swilling matriarch. 'The Lou Beale of Highfields' - Ex-Cllr Bob James. 'We need an injunction against that woman Gary' - James Morris MP.
124032,MrsTrellis4,"""There is a saying in the bare mountains of my land: a woman for necessity... a boy for pleasure... a goat for choice."""
127242,Kose4by4,"“No man ever steps in the same river twice, for it's not the same river and he's not the same man.”     
―     Heraclitus"
127279,ThatKevinShute,An every day apostate striving to be the man my dogs think I am. Always Gravy never Jus. RT's≠endorsements.
127502,AndyKMTV,"TV man who loves his family. @KMTV_Kent Editor-in-chief RTs are not endorsements and all tweets are my own views (and yes, that's a #Guernsey flag)"
127703,ChengClive1,Middle aged man 照顧老人家及孩子 #hongkonger
129554,AnnLimb,Philanthropist mover & Quaker 1st woman Chair @UKScouting; Chair @UKICNews https://t.co/ZQnETn9YT0 @ENTRUSTReg @IFMKfest; Vice Chair @cityandguilds
129676,captain_t_kirk,a mere man trying to find his way in a tough business world. comments and thoughts are mine only
130004,Buzz1872,"Loving husband, Dad and hopefully all round good guy. Big Rangers man (CR5). Royalist. Unionist. WATP🇬🇧"
