,screen_name,description
6716,Snippetygiblets,"51 year old stay at home parent to one boy (born June 2007). Teetotal,  vegetarian, pagan humanist, non-binary, happily married."
6833,Piethagoram,"25/3/19 completed 52yrs of suffering/supporting Notts County. Ipcress File's Palmer bests sums it up ""must we sit through any more of this torture?"""
7567,Daveaustick,66 year old Rejoiner. Sheffield Wednesday supporter. 🐟
7581,B3CPres,"100% Revoker, reject the 2016 Referendum, despise the hostile environment policy."
7752,Aqua_or_Bob,20| @diasporadid ❤️| Founder and President of @warwickghanasoc 🇬🇭 | Miss Ghana UK; Miss Eloquent 2019✨
7774,steviweavi,"100% FOREIGN! Tolerance & respect of other cultures enriches life's experiences. Remainer, have a problem with that, then jog on! #ExitFrombrexit #Peoplesvote"
7813,_AlexStretton,32 year-old child.
7923,hassaanhch,25. Used to be an account for public transport discussion. But 2016 unleashed racism and xenophobia that have made me unwelcome in the country I was born in 😡
8069,martin97903661,"100% Remain, 100% Anti-Tory, Voting to dump Tory at all cost Save NHS, Save all Services, Fix Destitution, Fix Rail, Gas, Electric, Water, etc."
8134,everysmith,"60-something writer, radical, retired restaurateur and Red Sox fan"
8187,alicemaybrooks,18 // Leicester & Guildford // 🇪🇺 // French and Spanish Student - University of Surrey 🇫🇷🎓🇪🇸 // Beginner at Hawaiian🌸🌋
8513,peter1murphy,"30+ years of photography, film, video, human rights and international development"
8579,diddleymaz,"59 and have fybromyalgia,osteoarthritus and depression, married 39 years ,4 children 5 grandchildren..ask me about discalculai Welsh resident English Royalist"
8697,Zahrahlee,23 | only here to empower women👸🏽 | Insta : zahrahlee 🌞 | https://t.co/u9d7Z8bN52 15% off . Code: Zahrahlee
8768,hanfranledge,22 🍸 More funny than pretty 🍦 Anorexia survivor 💪 Bristol / South London 🌃 Soc & Psych student at UWE 🧠
8906,m_ttsib,23  - Criminal Investigation Graduate
8925,BlueOrbEvents,"30 years experience in communications, live events, media and entertainment with an environmental ethos. Please send me a direct message for more information."
9009,digray4000,"2020 Democracy  ought to be a willingness to listen, reflect and then make helpful, unabusive comments  all leading to consensus politics for the good of the UK"
9145,chrisgrogan7,23 • 👻chrisgrogan10 • Biomedical Scientist • UoC • Wool
9305,sandra_kumi,"23, London"
9478,sweetbriar49,70 years old HIV+ since October 1982
9646,mysticmeg13,29. Feminist. Whovian. Potter head. Hufflepuff 💛 Tribute. Film 🎥 fanatic. Bookworm. Blogger. Animal/Nature lover. India is my second home!
9757,_ellakate_,"19, Journalism Media and Sociology Student 👩🏻‍🎓"
9885,Gowzer_97,22. Final Year Mech Eng w Aero at Strathclyde. Runner🏃‍♂️. Darts 🎯. Celtic STH 🍀. Proud member of The Labour Party 🌹.
9939,dimayray,75 years old. Appalled at what has happened to the country under the Conservatives.  You're never too old to protest!
10858,Cam_with_a_K,18 • Not an Emu • 🏳️‍🌈 LGBT+ Officer for The Stockton South Labour Party 🌹 • All Views are my own • He/Him/His
10980,smckerrel,"75 yr old Compassionate Democratic Socialist, Jeremy Corbyn gave me hope! retired member of the NEU and Unite Community member! Morning Star reader. #GTTO"
11199,CaptenCymru,18 | Labour 🌹 MUFC | she / her
11322,ben_glaves,18-year-old/ @UKLabour member🌹/ @LFC fan⚽️/ proud ally of @JewishLabour/ #KeirStarmer4leader
11343,garethphughes81,"38,
male,
autistic SJW trying to bring justice to those who need it. 
Football Manager fan. 
football fanatic BTUFC
Anti tory warrior"
11655,dharhemnath,17. @uklabour 🌹aoc enthusiast and local desi legend. writer for the new voice ✍🏾 she/her
11657,meganoliviaG,21 | all I do is eat and sleep and sing
12295,JosepEgypt,"555: five Master's degrees from five universities in five countries (France, UK, Italy & Sweden)... full time studies!!!!!"
13082,KDSHawker,"22, He/Him, Autistic, SHU Grad, Labour-Coop, @wmyoungboard, WMT SEG, #WWFC @FansParliament, 18/92, @LittleMix Fan & X2 HOL CE Speaker! ALL VIEWS ARE MY OWN!"
13272,JanetBLACKMAN10,1950s born woman - outraged at the abuse of women by the 3 main political parties in respect of the rapid escalation of the state pension age with no notice.
13496,Mothra1996,"23 year old film enthusiast, film honours graduate, lover of Digimon, Pokemon, Yokai Watch, The Simpsons, Robocop, Spyro and @Azazelbun
He/him"
13920,ArmsLewisham,"66 Lewisham High Street, Lewisham, London, SE13 5JH - currently managed by Declan O’Brien"
14037,sanjitchudha,"30 years' marketing, comms, PR + digital experience; culture + place maker; social business champion; community organiser; food fan.
Views unapologetic + mine"
14311,ChristoClifford,"70, European, contemporary music lover. DemocraticSocialist and fringividual. Check with Labour if you can talk to me"
14428,krishan_03,21 | You understand? |
14456,em_toguz,23| You must be a lotus ॐ
14925,spacercase,"22yo artist, allegedly human / i like OCs and stories, lettuce vibe! ᘛ⁐̤ᕐᐷ✨ tip jar: https://t.co/U9XxQ9g4Xc ✨ https://t.co/TbdwXyJZue"
14969,DaveJHmatt,"54 / Christian from Goldenhill, originally from Audley, one son, Matt"
15067,RossMcArthur7,17•Run @Scotland4Nandy • Represent @ScotsYoungLab on @ScotLabPolicy • @OpenLab_Scot Vice-Chair • @GMB_Union Member 🧡 • Interested in Cars & Politics 🏎🌹
15098,glutenfreeadele,"40 something Coeliac, happily MARRIED so please do not DM me. 
Mum to a daughter also Coeliac. I love cake! 😁"
15347,burfordmartyrs,"16 Million and rising, the fight to rejoin the EU has already commenced. #Rejoiner"
15647,COLALS,"60 year old Socialist, believes in a fair society where everyone has equal opportunity, but doubt I'll see it in my lifetime."
15665,EvaCMurray,25 | Labour & Co-op City Councillor for Glasgow's Garscadden/Scotstounhill | GMB| @Labour_GCC Sustainability & Climate spokesperson🌹🌍 @OpenLab_Scot #TeamNandy
15765,declanmclean,"22. Glaswegian. Hons Law with French student. Likes Doctor Who, trains + buses and (at times) the Labour Party."
16096,littlejeff5,"73 year old socialist who is looking forward to a socialist govt.  Our grandchildren are living our lives for us .Open to sensible discussion from all parties,"
16168,remontvposaderu,25 лет
16266,JoshNDawson76,18 - Peterborough - Marathoner in Training 🏃🏻‍♂️- Politics 🗳 - A Level Flunker 🤦🏻‍♂️ - #YangGang 🧢
16775,ObanMackie,15 |🇬🇧🇪🇺🏳️‍🌈| He/Him | @UKLabour//@YoungFabians 🌹| @LGBTLabour 🏳️‍🌈 | @GMB_union ✊ | @JewishLabour Member In Solidarity ✡️ | #BWithTheT
17248,norwichbirdie,"70 something vegetarian grandmother who adores her wonderful family, music and all animals (especially dogs, elephants and wolves) & wants a cruelty-free world"
17646,paigejohnsss,22 | 🌹☘️ |
17678,Istanbull,"67 yrs Hereford Utd.Hoping 4 a cure 4 my Beautiful Grandsons & others with the Terrible Duchenne Muscular Dystrophy disease. NHS, Prostate Cancer survivour..."
17828,waltwalsh,"25 years a professional photographer  
 Director of fashion company Balynon 

Please No DM's or Catfish"
18237,Spr1718,"27 Mother of three, Labour Member and Supporter. Advocating what’s right for all not just the privileged few"
18322,shriekinleek,"64 Dad of 15 year old, Radio presenter Checkout operator, Mastermind contestant, Leek West Labour Councillor"
18448,rojertb,"75 yo political lefty. Sheffielder. Atheist. Indy Scotland. 
Glad I'm 75 - it means that I won't have to live a lifetime with the aftermath of Brexit & Co."
18451,EnglishBriar,"70 Yr old who DIDN'T vote for BJ: #rejoinrebuild Anti-racism: Want my country back!
All that is required for evil to succeed is for good people to do nothing!"
18750,mattom2016,20 | Cardiff University | Comedy | Politics | Extinction Rebellion | Freelance Journalism | Videos: https://t.co/pqmcOJp5cT…
18994,RonneyBSMC,"25
CEO of @Ballerssmc & FA Licensed Football Agent

CEO of @AA_TaxAdvisors , Accountant and Tax advisor
GK Coach @HSJFC_official
GK Coach @PagetRangers U19s"
19101,LizThom85193312,"1948 vintage. Humanist, anarchist, trouble causer. Does patchwork, reads, argues. Likes guinea pigs. And people. Sometimes in that order."
19213,HarbinsonNicole,21• Belfast/ Liverpool •
19266,2015Jmr,"18 Years Old 😎. @Ahmadiyya Muslim 🕊️. Labour member 🌹 Student @KingsCollegeLon📚. Follow for some quality informative, entertaining and thoughtful tweets. 🤔"
19307,_Monty200_,"19. Lives a life of intense challenges. Believes the status quo of life is flawed.

@BwsRobinn - 03/06/18 💕💘"
19561,CllrMikeLeddy,"50 yrs a member of @UKLabour, councillor for Brandwood & Kings Heath, in Birmingham.  Emeritus Lord Mayor of Birmingham. Loves to travel & enjoys local history"
19681,Jabba1203,27  Sport/Politics
19795,WomenOfNewport,23/5/2020 - WoN CELEBRATION EVENT! https://t.co/PupZ2widBi
20050,LauraSianDixon,24. Welsh 🏴󠁧󠁢󠁷󠁬󠁳󠁿 Cat lover😺 History graduate💭 Interested in the paranormal 👻 Eurovision fan 🌍Everyone should listen to Kate Bush
20541,benjohnlockley,19 | UoB | Labour Cllr on HVPC | Unite | Polsoc & Buls Treasurer
20795,_PoliticsWill,"23, social democrat. Tweet about politics, footie and NFL. Suffering Spurs and Falcons fan. All tweets in a personal capacity."
20819,Otjhers,"21 😊 -  Influencer - Memer - Procrastinator - BTS IS LIFE 😍 - ""You miss all the shots you don't take""   - Michael Scott 🤔"
20927,VortiGan_,"24. He/Him. @UniKent grad. Aspiring performer/writer. Co-chair of @YoungFabianBAME.
G64 alum, NYT member. Wab. Whovian. Sometime rapper/poet. Views my own."
21528,GrahaemeP,"64 year old ex process worker.
Married.
Multi instrumental musician.
Christian, and now running a village pub along with my wife, (also doing pub reliefs.)"
21547,Mitch20015,18 - Interested in 🇬🇧🇺🇸🇨🇦🇪🇺 politics. #TreeHugger #Lexit #AlohaGang 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿➡️🌸🌺🌻🌹🧢🐱🐶
21827,charl_biff,20 - LJMU Law - originally from Birmingham
21832,AveryisWeird,24 • 🏳️‍🌈 • treasurer @LeicesterYL • @cool_porygon’s big bean • fan of the 💃 emoji • amateur vegetarian 🌱 • friend to ducks everywhere 🦆 • icon: @foxpiracy
21871,benham_thfc,24. Brummie. Socialist. GMB. Labour Party. Catholic. THFC. Miami Dolphins. Views my own.
21976,zeddiestage,24. Producer @coventry2021 - Theatre maker - Writer of Exhale. Facilitator & Host! Co-curator @TedxYouthBrum {views are my own } #Brum30under30
22595,JackEDeakin,21 year old Labour Co-Op Councillor. Fighting for a safe & secure Labour Party. Supporting @LisaNandy for Labour Leader. Work in FE/Care 🏳️‍🌈
22670,Vee1394,25. Primary Teacher
23747,charlottesoph18,25✨ enjoying the good life one day at a time
23873,sophiejsh1,21 / Manchester / Student / 🔴🌹
24700,ReinaLatinaG,25 | Londoner with a Spanglish Venezuelan mother and a North American father | Brighton📍 | Videography & Photography | Political | • 🇬🇧 🇻🇪 🇪🇸
24943,charlotthewitt2,23. Gay as hell. Kidney transplant patient. Worryingly obsessed with esports.
24957,elliotlukeiwan,20.
25033,sully17881728,26 | CyberSecurity Consultant | Incident response and Cyber Intelligence nerd | We can do better than neoliberalism
25084,mackem_1974,"45 ,born  south https://t.co/8ro3BNZHCV live in jarrow. Single..got a 3 year old daughter called mia work @ morrisons, union rep ,tulo officer ,ward secretary with labour"
25108,51moves,"51 moves, 37 different placements & 33 convictions before turning my life around at 17 making positive changes. Currently writing book number 2. #51moves #ECLCM"
25191,richardsonjoe13,22 years old. Geordie. Council Housing Officer. 🌹🏳️‍🌈
25908,SouthwarkLabour,48 hardworking Labour councillors helping to deliver a fairer future for all
26710,terminallytang1,"31 January 2020 = Doris Day: duplicitous, oligarch appeasing, recklessly irresponsible, sell-out day. To the end, to the end, We Remain."
27016,remainergreen,"56 year old bloody angry person, fighting to save our planet when Brexit came along and got in the way. #BrexitIsBollocks #LeaveALightOn #EUnity"
27153,AronDurkin,13 years a 3D Animator | Co-Founder @SuperSpline | Game Dev | Photography | @VolumeGame | Q.U.B.E 2 | Broken Sword | John Wick Hex | Empire Of Sin | Many more!
27972,Ropuhn,22|He/Him| @Spookyfluff ist ziemlich süß |Telegram:@Ropun |Privatacc: @Shibafterdark  | Avatar by @Knightmarefox
28136,AbiKellett,19 y/o pro makeup artist. Follow me on Instagram for more: abigaillouisemakeupartist 👇🏼
28440,GraceAnnPickles,10+ Years Finance Professional - Mother🤱🏾Wife👰🏾Daughter💃🏾Christian✝️ 🙏🏾far too blessed to be stressed🙏🏾
28544,lmjhoney,63% did not vote leave. For #Torys our #Nhs is their #MagicMoneyTree. Banks invent more money every day. https://t.co/Xmlheyib4Q
29114,Steph80335,"50% 🇩🇪, 50% 🇫🇷, 💯% multiculti 🌍 💖 socialist 🔻. Fils de Jean E. Marre et Elona Marre-Aussi, cousin de Claire Anlage. (No fun intended)"
30054,Scotsfox,"20th Century Highland boy; nostalgic for the 70s, happy in the present and STILL optimistic about the future for Scotland.  Mostly baffled by everything else."
30249,MarySpes,"53enne, di nuovo occupata a tempo determinato nella p.a. Lotto da sempre contro le ingiustizie e i diritti calpestati."
30516,Earthling_Simba,18. Vegan. Anti-imperialist.🇳🇵. Forever in solidarity with Palestine. Trying to do my bit for mother earth. Anon.   🌎🐋🐤🐝🌱✊🏽💚 she/her
30540,lawole4,"50s, my wife, 2 lovely children, no dogs/cats meaning I have to pick a lot of cat doo from my garden. I abhor injustice & callous cruelty on anyone weak."
30876,LindaHa22905482,64yr old mother of 2 and grannie to 4. Loves to let off steam on Twitter. Values others opinions of life.Supports backto60.
30966,ClockworkRiver,23
30969,Steph_Baxterxx,"21 years old. fangirl. graphic design. traveling. music. concerts, gigs. ♡ ♡ ♡ ♡"
30976,claryflynn98,"1998 |  Valencia 🔥| Músico, fan y estudiante | Suelo subir videos a youtube"
31007,emholl_,24 #sufc
31186,SparxandSpyro,21. Check out @Koshiro_UK
31193,booksdogstea,"20, taken, fangirl. animal lover. she/her."
31338,saskiarebecca94,25 ✨⭐️ insta: saskiarebeccacole1994    https://t.co/4Wm0Kb6aJb
31356,arnaug13,"20
Economia a la UAB.
Aficionat del @BasquetManresa i @avfcOfficial"
31395,NoushinMurshida,20 👩🏼‍🏫💊🦠🧬
31488,Ifigenia_Moum,"20, Philosophy and Politics student at the University of Bristol."
31656,katlinmckee,"20,Scotland , fk the union, fk the torries, Shaun ❤️, baby oli 💕"
31870,WordsFromAPen,"23💜 Learning #BSL 🗣️🔇One of Two at @cafe_matchbox ☕ BA Hons '18 🎓 Daily warrior of HS, PCOS, Anxiety & Chronic Pain. I like to write, rant and eat."
32435,DaanyaalHussai8,20
32656,madelin25562446,16 • dancerrr• new account
32662,ishaq_ibraimo,18.
32663,Rosieody,19 • insta- mac.dememo • snapchat- rosieody
32685,Nina_97117,20.
32738,Empireoftruth1,"20 yrs old. Labour. Socialist.
People had the chance to elect a leader, they have just elected a fool- bad times ahead"
32860,LukeWhosTalking,23. Six times. Yeno tha. Blocked by Hulk Hogan 26/07/14. I write about planetary science and astronomy (link below).
33063,signalmandave61,"50 odd year old spotter of things with numbers wheels, names and feathers . Signalman for N. Rail at Sandhills . Love Horse Racing, football and running!"
33092,GGG_says,2020 is The Year of Bernie♥️
33094,jeffcav66,"50ish yr old engineer, ardent Socialist, grumpy git and getting grumpier every bloody day, bloody tories."
33253,Raja57934886,25 years old
33443,gommunisd,"20 // Bi Bolshevik Boy // W&M '22 // he, him // ml // our victory is near, the wheel must onward roll"
33446,eshahussain,26 .. Artist // Sociologist 📍🇬🇧 .. 🇵🇰
33531,davegillian,"2020 ~ good vision. Labour movement needs to rediscover theirs.
Grassroots politics #ByTheMany #ForTheMany Principles for justice not triangulation for power."
33541,SaffiaRae44,"25, Cyclist, Selfie Taker, Vegan."
33710,abe_wilson23,50% Socialist | 99.9% Mechanical Engineer | Natalie Wynn Stan account | {100% into owning every snotty Zizek t shirt on a heated bid war after his death}
33722,brooklynbowie98,21//sheff
33745,emiliehumphries,19
33781,deedimplesx,23 ~ RN 👩🏽‍⚕️💉~ Congolese & Dutch🇨🇬🇳🇱 ~ God is LOVE; 1 John 4:8 💖 ~ CHELSEA FC💙
33963,Conshine,"2018 Reebok Ragnor White Cliffs & Brighton Marathon Finisher! #filthyremainer 

Fan of @TheWurzels !!"
34216,NickiPlayhouse_,25 || IV.V.MMXVII👣💙🌎 ||#ThePlayHousePR|| #GirlsAndRum||. Kayoss World🌍🌹||Sun:♋️Rising:♎️ Moon:♒️ Venus: ♌️ |
34249,DorableSin,25 || ⚧ She/They ||Engaged || NSFW Artist and Writer. 🔞 WoW + DnD Nerd Feel free to DM about Commissions
34402,JordanWesterman,23 #UTFT
34710,txmaraChy,"21 & no, the accent isn't dead"
34716,itslukemango,18 and tired | Working on https://t.co/lpDclpIbP0
35259,Bryanoakley194,18
35362,stevebodmin13,"49, living in Bodmin, Cornwall with civil partner Matt & our two crazy dogs (Molly & Tess), and Minnie . Health is not good, but I take every day as it comes :)"
35430,Miss_Dorman,25. Qualified Teacher. Trained at Edge Hill University 📚 Specialising in Creative Arts 🎭 Currently working as a Playworker
35798,infiniteflorez,18 | 🇨🇴 | Videography / Photography
36159,Melimoodles,"80s hair metal throwback, lover of books and mind reader."
36165,boldilocks1,50 yr. old artist in garret. 'Dancing the flap shoe shuffle with penny skintos' but  true to myself. Likes to laugh at reactionaries.
36292,brandon0603,23 years old. politics and international relations graduate from UWE. Proud representative for the Labour Party in Knowle in 2020! All political views are mine.
36587,sals_shoes,"750,000+ pairs of preloved children's shoes now walking again on new feet in 35 countries https://t.co/i0RnErbUA3"
36631,tyephilip,"57 Years old man,married,3 grown up  children. Support Worker with Additional Needs learners at Barnsley College. Retired RMN.
Don't give up,we need you."
36640,BigDuke6__,"29 yrs Ex 2 and 4 Rifles regiment 
     Celer et Audax     Swift and Bold. Arsenal FC Season ticket holder."
36709,g0rgey,"80% leg, 22, Motivational Therapist and Singing Teacher. Also 1/400 of @barnsleychoir Music: @gorgeymusic ✨ Our generation stands for hope and change ✨"
36932,_MATTHEWCOOPER_,"24, UoL Gender Studies MA, he/they pronouns."
37036,_AndyMcClelland,21 | Liverpool FC | Jurgens tricky reds | 🔴🔴🔴| 🇵🇸 🇮🇪 | Vote Labour |
37284,cecilyleah,"23, 🐝🌹• Manchester - Leeds - Edinburgh • Labour Party Organiser and women's refuge volunteer • mostly politics and memes"
37474,HarryPicken,23 I Labour Party activist I Lancaster Uni alumni
37528,James_T_Higgins,"35, Irish, UVA Law, Politics, History, Music, Doctor Who, Pose, West Wing, Stranger Things, Geek!! Belfast boy living in New York."
37614,TheOldLostRoad,26yrs ME/CFS. Mother of daughters. Left/Green. I like humble people. I am mostly very quiet.🕊
37932,Stepupeducatio2,30 years in education 11 as HT. Here to offer objective and pragmatic support to leaders at every level in education.
38064,GeorgeCoombs17,"73 years old, much of my life in brighton and hove"
38326,kira_millana,19 | they | Study @warstudies. Shamed beret wearer. Big on Westwood + Elton John. Somerset cider drinker. Words in things. Co-Chair @KCLLabour + @LGBTLabourLDN
38332,WilsonEdwardC,"22 | Hove | 2:1 Politics and International Relations undergraduate, currently a Global Political Economy master's student | tweets delete, views change"
38845,OlgaFitzRoy,2019 Labour Parliamentary Candidate for Croydon South| JoCoxLeadership 2019 | Exec @UkMPG | campaigner | @ShPPEquality | Sound Engineer | Mixer @airmanagement
39135,JoeOTooIe,"19, student. Political/Green/LGBT+ activism. Pro-PR, pro-EU, left of centre, Green/Lab/LD in that order, tactical voter. #MakeVotesMatter #FBPE"
39289,geewil0,"26, bristol. I guess all you need to know is I FUCKING HATE BREXIT and I love the EU. ig geewil0 #SSDGM #Murderino"
39389,islamarieeee,21 | international tourism and events management student @ glasgow caledonian university
39410,Tonytodd1977,"18 years in household cavalry. 4 and a half years on tour, love my family and friends. clip your ego. pro logic. don’t need a # tools"
39506,bigcitydinosaur,18. History Student + Sufjan Stevens stan. Emojis equal endorsements. 🇪🇺🏳️‍🌈😎
39511,dpphinn,23 | Glasgow |Trainee Solicitor
39848,iBreezeblock,"50% football, 50% politics, 7% mathematics. Much fatter in real life.
#nonleague"
40148,Miller_j94,22/01/94
40381,lifeat501,50 can you believe it !
40598,ekkerat50,58 year old Atheist Republican Stoical Existential Socialist (A.R.S.E.S) cricket fan who is doting 'father' of two delightful cats Iris & Martha.
40667,fourfootasian,21🇧🇩 | ignore the username im actually 6ft10
40686,anarchofrog,"21, she/her, uk, writer, ancom, useless lesbian. journalism + politics student. i like punk rock, horror, games and nature!! / private: @doriangrayjpg"
40823,Snoozette1,"2016: Voted Leave - regretted it immediately &
campaigned to StopBrexit | 2019: Voted Remain - I will always be European. I will always be a #RemainerNow"
41040,SionSteffan,22 - @QMUL_HSS 🎓 // EFL Teacher // Socialist (he/him) @UKLabour & @unitetheunion member
41141,positivelyleon,"22. Hull born, Politics student. Male Welfare @hudlgbtqsoc (He/Him).
🎉 Worm time babey 🎉
'A gay man now'
#TeamNandy
Views own, etc."
41258,nintendo_fan64,19 | They/Them/She/Her | Demiromantic(?) Pansexual | what's a gender? | Fuwwy! | In a relationship | Trying my best to hold onto life
41280,_SammiOwen,"26. Epileptic.
@Dave_Aubrey ❤                     
'messed up circle in a room of squares' - Gerry Cinnamon. ✌️"
41299,hroneclarke,"19, Labour Cllr Rock Hill Ward, Lab Group Deputy Leader and Spokesperson for Environment, Campaign officer @bromsgrovelab, Politics student"
41435,wilesy999,15 year career in the emergency services now a full time student😀 Follows and RT’s are not an endorsement and all opinions are my own
41461,miyajhay9,22|Labour🌹|🇪🇺🇬🇧🇮🇳| Keir for leader 😎
41463,Adrian110527,"53.2307°N,05406°W"
41792,najeemaali04,18 - 🇧🇩
42073,YoJenChen,39
42532,skullman8942,"17, Welsh, Working Class, Electrician in training, Bennite Socialist, Eurosceptic, @UKLabour Member #Bernie2020 #OpenSelection"
42740,ay_moira,60 + demographic. working life in non privatised public services
42917,NICK72LEEDS,"57, LEEDS UTD , CLASH PISTOLS SIOUXSIE #Corbyn4christmas #GTTO SOCIALIST,  THERE IS NO PLANET B. NO PERSON LEFT BEHIND. ARMAGEDDONCLIMATE.
NHS."
43154,kayleighwhitex,23. Hair stylist
43778,BarbaraNicholl8,70+ Grandmother concerned for humanity's future
43996,clareboyce89,"30 year old book and musicals geek, Feminist, proud Hufflepuff 💛, Labour Party member 🌹, and over user of exclamation points! I am Beth March 🤍."
44704,izzykxte,18 | it is time to rebel
44800,D_on93,27|MANCHESTER|LABOUR 🌹
44802,StephenOL12020,26 yo from Oldham. IT Officer/Secretary for @OL1Oldham. Qualified Health Walk Leader. Festival/Concert Bar staff for @flaireventstaff and @haprecruitment
